,EMf3,ECf11,EMf1,EMf7,MVf12,EMf2,ECf9,bkEC,bkEM,bkMV,EMw3,EMw6,ECw11,EMw1,EMw4,EMw7,EMw8,MVw12,EMw2,EMw5,ECw9,ECw10,MVw13
B_Otu004732,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,17,0,0,0
B_Otu004733,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
B_Otu004734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0
B_Otu004735,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3,0,0
B_Otu004736,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0
B_Otu004737,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,28,0,0,0
B_Otu004738,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,8,0,0,0
B_Otu004739,0,4,23,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,0,0,0
B_Otu004741,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0
B_Otu004742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004743,0,4,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004744,4,25,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004745,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,3
B_Otu004746,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,14,0,0,0,0
B_Otu004747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,10
B_Otu004748,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,19,1,0,0
B_Otu004749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,7
B_Otu004751,0,0,0,0,0,0,0,0,0,0,9,0,3,1,0,0,0,0,1,8,0,0,3
B_Otu004752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0
B_Otu004753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
B_Otu004754,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,6,0,0,0
B_Otu004755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,0,0,0,0,0,0
B_Otu004756,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004757,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0
B_Otu004758,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,2,6,0,0,0,1,0,0
B_Otu004759,0,0,0,0,0,0,3,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004760,0,13,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,2,0
B_Otu004761,0,0,6,3,0,3,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004762,0,0,3,3,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004763,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,8,0,0,0
B_Otu004764,0,0,3,0,0,3,3,7,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004766,0,0,3,0,0,0,6,7,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004767,0,0,0,0,0,0,0,0,0,0,6,13,0,2,0,0,0,0,0,0,0,0,0
B_Otu004768,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,0
B_Otu004769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,2,0,0
B_Otu004770,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,6,0,0,0,0,0,0
B_Otu004771,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,3,0,0,0
B_Otu004772,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,3
B_Otu004773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0
B_Otu004774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
B_Otu004776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
B_Otu004777,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,6,0
B_Otu004778,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,3,1,0,0
B_Otu004779,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,3,0,0,0,0,0,0
B_Otu004780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004781,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,8,8,0,0,0
B_Otu004782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004783,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,0,0,0,0,0
B_Otu004784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10,0,0,0,0,0,0
B_Otu004785,2,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B_Otu004786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,11,7
B_Otu004787,0,0,0,0,0,0,0,0,0,0,9,9,0,2,0,0,0,0,0,0,0,0,0
B_Otu004788,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0
B_Otu004789,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,3,0,0,0,0,2,0
B_Otu004790,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
B_Otu004791,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,3,0,0,0
B_Otu004792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0
B_Otu004793,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0
B_Otu004794,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,1,0,0
B_Otu004795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B_Otu004796,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,3,0,0,0,0,0,0
B_Otu004797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,1,13,0
B_Otu004798,0,0,0,0,0,0,0,0,0,0,2,2,6,1,0,0,0,0,0,0,1,0,0
B_Otu004799,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,1,0,0,0,0
B_Otu004800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
B_Otu004801,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,1,0,3
B_Otu004802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0
B_Otu004803,0,0,0,0,0,0,0,0,2,0,2,7,0,4,0,0,0,0,0,0,0,0,3
B_Otu004804,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,4,8,0,0,0
B_Otu004805,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,1,0,0
B_Otu004806,0,0,0,0,0,0,0,0,0,0,13,4,3,1,0,0,0,0,0,6,0,0,0
B_Otu004807,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,1,0,3
B_Otu004808,0,0,0,0,0,0,0,0,0,0,11,4,0,1,0,0,0,0,4,0,0,0,0
B_Otu004809,0,0,0,0,0,0,0,0,0,0,7,4,0,2,0,0,0,0,1,0,2,0,0
B_Otu004810,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0
B_Otu004811,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,4,0
B_Otu004812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004813,4,0,0,6,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004814,0,0,0,0,0,0,3,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004815,0,0,0,0,10,0,0,0,0,0,7,2,0,0,0,0,0,0,3,8,0,0,3
B_Otu004816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0
B_Otu004817,0,0,0,0,0,0,0,11,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004818,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
B_Otu004819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0
B_Otu004820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004821,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,7
B_Otu004822,0,0,0,0,0,0,3,0,0,0,13,0,0,1,0,0,0,0,3,0,0,0,0
B_Otu004823,20,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004824,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
B_Otu004825,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004826,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
B_Otu004827,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0
B_Otu004828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,0,0,0,0,4,0
B_Otu004829,0,0,0,0,5,0,0,0,0,0,4,13,0,1,0,0,0,0,0,0,0,0,0
B_Otu004830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
B_Otu004831,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B_Otu004832,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0
B_Otu004833,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,1,0,0,0,0,0,0
B_Otu004834,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
B_Otu004835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,2,0
B_Otu004836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,0,0,0,0,0,0
B_Otu004837,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,3,0,0,0
B_Otu004838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
B_Otu004839,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0
B_Otu004840,4,0,3,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004841,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
B_Otu004842,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,10,0,0,0,0,0,0
B_Otu004843,7,0,10,6,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004844,0,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B_Otu004846,0,0,0,0,0,0,0,0,0,0,2,4,3,3,0,0,0,0,0,0,0,0,0
B_Otu004847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
B_Otu004848,0,0,0,0,0,0,0,0,0,0,6,4,0,2,0,0,0,0,0,0,1,0,0
B_Otu004849,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0
B_Otu004850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0
B_Otu004851,0,8,3,13,5,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
B_Otu004852,0,0,0,0,0,0,0,0,0,0,4,7,0,2,0,0,0,0,0,11,1,0,0
B_Otu004853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28
B_Otu004854,0,0,0,0,0,0,0,0,0,0,6,7,3,2,0,0,0,0,3,0,0,0,0
B_Otu004855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,0,0,0,0,6,3
B_Otu004856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0
B_Otu004857,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,4,0,0,0,0,0,0
B_Otu004858,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0,0,0,0,0,0
B_Otu004859,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,13,0
B_Otu004860,0,0,0,0,0,0,0,0,0,0,2,15,0,3,0,0,0,0,0,0,0,0,0
B_Otu004861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004862,0,4,3,0,0,3,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0
B_Otu004864,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
B_Otu004865,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,14,0,0,0
B_Otu004866,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004867,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,2,0
B_Otu004868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0
B_Otu004869,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,0,1,0,0
B_Otu004870,0,0,0,0,41,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0
B_Otu004871,11,0,3,6,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004872,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004873,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
B_Otu004874,4,0,3,0,0,3,3,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0
B_Otu004876,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0
B_Otu004877,0,0,0,0,0,0,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24
B_Otu004879,0,0,0,0,0,0,0,0,0,0,2,13,0,2,0,0,0,0,0,0,0,0,0
B_Otu004880,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,1,0,0,0,0,0,0
B_Otu004881,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,6,0,0,3
B_Otu004882,2,8,3,9,0,0,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004883,2,4,6,9,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004884,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
B_Otu004885,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
B_Otu004886,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
B_Otu004887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,0,0,0,0,0,0
B_Otu004888,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,7,14,0,0,0
B_Otu004889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
B_Otu004890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004891,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0
B_Otu004893,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0
B_Otu004894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004895,4,17,3,6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004896,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004897,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,2,0,0
B_Otu004898,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,2,0
B_Otu004899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,9,0
B_Otu004900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0
B_Otu004901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
B_Otu004902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
B_Otu004903,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,13,0
B_Otu004904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004905,0,4,29,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004906,11,8,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004907,0,0,0,0,0,0,22,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
B_Otu004908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,7,0,0,0,0,0,0
B_Otu004909,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3,6,1,0,3
B_Otu004910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
B_Otu004911,9,0,6,13,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004912,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,6,0
B_Otu004913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0
B_Otu004914,0,17,3,6,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
B_Otu004915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B_Otu004916,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,0,0,0,0
B_Otu004917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
B_Otu004918,4,17,0,6,0,3,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
B_Otu004919,0,8,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,17,0,0,0
B_Otu004920,0,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0,0,1,0,0,0,0
B_Otu004921,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,5,3,0,0,3
B_Otu004922,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004923,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,3,1,0,0
B_Otu004924,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,22,0,0,0
B_Otu004925,0,4,3,16,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004926,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,7,0,0,0,0,0,0
B_Otu004928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,3,0,0,0,0,2,0
B_Otu004929,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,3,0,0,0
B_Otu004930,0,17,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
B_Otu004931,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,1,0,0
B_Otu004932,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,14
B_Otu004933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0
B_Otu004934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004935,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,6,0,0,0
B_Otu004936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3
B_Otu004937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9,0,0,0,0,2,0
B_Otu004938,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004940,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,0,0,0,0
B_Otu004941,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0
B_Otu004942,0,0,0,0,0,0,0,0,0,0,7,2,3,2,0,0,0,0,3,0,0,0,3
B_Otu004943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
B_Otu004944,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,0,0,0,0
B_Otu004945,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,8,2,0,0
B_Otu004946,0,0,0,0,0,0,0,0,0,0,2,9,0,5,0,0,0,0,0,0,0,0,0
B_Otu004947,11,8,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004948,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0
B_Otu004949,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7,17,0,0,0
B_Otu004950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,0,0,0
B_Otu004951,4,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
B_Otu004952,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004953,15,4,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004954,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
B_Otu004955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
B_Otu004956,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,8,0,0,0,0
B_Otu004957,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,13,0
B_Otu004958,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004959,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,1,0,3
B_Otu004960,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,12,3,0,0,0
B_Otu004961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0
B_Otu004962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
B_Otu004963,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3
B_Otu004964,0,4,6,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,6,0,0,0
B_Otu004965,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
B_Otu004966,7,4,6,3,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B_Otu004967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0
B_Otu004968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0
B_Otu004969,0,0,0,0,0,0,0,0,0,0,13,4,0,1,0,0,0,0,0,6,0,0,0
B_Otu004970,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,0,0,0,0,2,0
B_Otu004971,4,4,0,0,0,8,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3
B_Otu004972,9,8,6,3,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B_Otu004973,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0
B_Otu004974,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0
B_Otu004975,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,4,7
B_Otu004976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0
B_Otu004977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
B_Otu004978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,0,0
B_Otu004979,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,7,3,2,0,0
B_Otu004980,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,11,0,0,0
B_Otu004981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,0
B_Otu004982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0
B_Otu004983,0,0,0,3,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0
B_Otu004984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
B_Otu004985,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004986,11,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B_Otu004987,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0
B_Otu004988,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,7,0
