,EMf3, ECf11, EMf1, EMf7, MVf12, EMf2, ECf9, bkEC, bkEM, bkMV, EMw3, EMw6, ECw11, EMw1, EMw4, EMw7, EMw8, MVw12, EMw2, EMw5, ECw9, ECw10, MVw13
Otu003080,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,5,1,4
Otu003081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,7
Otu003082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,0,0,0,0,6,4
Otu003083,0,0,0,0,0,0,0,0,0,0,3,8,1,8,0,0,0,0,1,1,0,0,0
Otu003084,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Otu003085,2,1,5,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu003086,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,1,0,0,0
Otu003087,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Otu003088,0,0,0,0,0,0,0,0,0,0,1,9,1,10,0,0,0,0,1,0,0,0,0
Otu003089,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
Otu003090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20
Otu003091,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,5,0,2,0,0
Otu003092,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,0,0,0,0,1,0
Otu003093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Otu003094,4,4,5,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003096,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,1
Otu003097,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,12,2,1,0,0,1,0
Otu003098,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,18,1,0,0,0
Otu003099,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,3,5,0,0
Otu003100,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6,6,3,0,0
Otu003101,0,0,0,0,0,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0
Otu003102,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,0,0,0
Otu003103,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Otu003104,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,10,1,0,0,0,1,0
Otu003105,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,5,0,0
Otu003106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
Otu003107,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,17,1
Otu003108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0
Otu003109,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,0,0,0,0,1,0
Otu003110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,7
Otu003111,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,2,0,0,0,1,3,0
Otu003112,5,1,0,2,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003113,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0
Otu003114,0,1,0,0,0,0,3,0,0,0,0,0,2,2,0,0,1,0,1,0,12,0,0
Otu003115,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,9,0,0,0,0,6,0
Otu003116,0,0,0,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003117,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,11,0,0,0,0,0,0
Otu003118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Otu003119,0,0,0,0,0,0,0,0,0,0,3,18,0,1,0,0,0,0,0,0,0,0,0
Otu003120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,1,0,0
Otu003121,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,12,0,0
Otu003122,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,4,7,0
Otu003123,3,4,2,1,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003124,0,0,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,3,0,0,0,0
Otu003125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,3,3,1
Otu003126,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0
Otu003127,11,1,2,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003128,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,9,2,6,0,0
Otu003129,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,0,8,0
Otu003130,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0
Otu003131,0,0,0,0,0,0,0,0,0,0,1,6,0,5,0,0,0,0,2,0,0,0,0
Otu003132,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,4,1,0,0,0
Otu003133,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0
Otu003134,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,0,0,0,0,1,0
Otu003135,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Otu003136,7,1,1,0,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu003137,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,8,1,2,0,0
Otu003138,0,0,1,3,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,0,0,0,0,0,0,0
Otu003140,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,0,0,0,0,1,0
Otu003141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,0,0,0
Otu003142,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,10,4,3,0,0
Otu003143,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
Otu003144,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,2,0
Otu003145,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0
Otu003146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,7,0,0,0,0,0,0
Otu003147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0
Otu003148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,0,0,0
Otu003149,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0
Otu003150,0,3,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0
Otu003151,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,7,0,0,0,0,1,4
Otu003152,0,1,0,0,0,0,0,0,0,0,2,3,0,15,0,0,0,0,0,0,0,0,0
Otu003153,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0
Otu003154,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003155,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,11,5,0,0,0,0,0,0
Otu003156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,4,0,0,0,0,0,0
Otu003157,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,0,5,1,0
Otu003158,0,0,0,0,0,0,2,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003159,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,1,0,4,0,0
Otu003160,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,6
Otu003161,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,0,2,6,0,0,5,0,0
Otu003162,5,1,0,1,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,1,7,0
Otu003164,0,3,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003165,0,0,0,0,0,0,0,0,0,0,0,7,2,6,0,0,0,0,0,1,2,0,3
Otu003166,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,1,0,12,0,0
Otu003167,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,5,0,0,0
Otu003168,0,1,8,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003169,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,0,0,0,9,1,0
Otu003170,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0
Otu003171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,1,0
Otu003172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0
Otu003173,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,0,0,0,0,8,0
Otu003174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,1,0
Otu003175,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,5,7,2,0,1
Otu003176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,2,0,0,0,0,0,0
Otu003177,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,0,0,0,7,2
Otu003178,0,1,1,3,0,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003179,0,0,0,1,0,0,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003180,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,13,0,2,0,0
Otu003181,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,5,4,0,3
Otu003182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
Otu003183,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,12,0,0,1
Otu003184,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,0,2,0,1,0,0
Otu003185,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,1,0,0,1
Otu003186,0,0,0,0,0,0,0,0,0,0,2,6,1,2,0,0,0,0,6,4,0,0,0
Otu003187,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,0,0,2,7,0
Otu003188,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,5,0
Otu003189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,16,0,0,0,0,1,0
Otu003190,7,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003192,1,5,0,4,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003193,3,1,1,6,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Otu003194,1,4,3,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003195,0,1,0,0,0,0,0,0,0,0,3,12,1,3,0,0,0,0,0,1,0,0,0
Otu003196,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,14,0,1,0,1
Otu003198,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,0,0,0,0,2,0
Otu003199,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,12,2,0,0,0
Otu003200,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,12,0,3,0,0
Otu003201,0,0,0,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003202,0,2,1,2,0,0,4,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu003203,0,2,1,0,0,0,0,0,0,0,0,0,0,14,3,0,0,1,0,0,0,0,0
Otu003204,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,12,2,0,0,0
Otu003205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0
Otu003206,1,1,0,0,0,0,0,0,0,0,0,0,0,10,4,3,2,0,0,0,0,0,0
Otu003207,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0
Otu003208,5,7,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003209,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,0
Otu003210,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,13,0,0,0,0,0,0
Otu003211,6,1,3,4,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003212,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003213,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,2,0,0,0,0,1,0
Otu003214,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,0,0,7,0
Otu003215,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,15,2,0,0
Otu003216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0
Otu003217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
Otu003218,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,3,0,0,0,0,0,0
Otu003219,0,2,8,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003220,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,8,1
Otu003221,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,4,0,0,0,0,1,0
Otu003222,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,13,3
Otu003223,7,1,4,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Otu003225,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,16,0,0,0,0,0,0
Otu003226,0,0,0,0,0,0,0,0,0,0,3,17,0,1,0,0,0,0,0,0,0,0,0
Otu003227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,1,0
Otu003228,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,2,0,0,0
Otu003229,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,1,2,0
Otu003230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
Otu003231,0,0,0,3,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003232,1,0,3,0,0,1,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003233,0,0,0,0,0,0,0,0,0,0,2,11,1,4,0,0,0,0,1,2,0,0,0
Otu003235,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,2,1,1,0,0
Otu003236,2,1,0,5,0,3,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003237,0,2,0,0,0,0,2,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003238,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,7,6,2
Otu003239,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0
Otu003240,0,0,0,1,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003241,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,2,0,0,0,0,0,0
Otu003242,5,0,4,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003243,1,1,0,1,0,0,3,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003244,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,13,1,0,0,0,0,0
Otu003245,0,5,0,0,0,0,1,0,0,0,0,0,0,1,2,0,11,0,0,0,1,0,0
Otu003246,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,11,1,0,0,0,0,0,0
Otu003247,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,10,2,0
Otu003248,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,15,1,2,0,0
Otu003249,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,8,0,0,0,0
Otu003250,2,9,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003251,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,6,0,0
Otu003252,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,7,0,0,0,0,5,2
Otu003253,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,13,0,0,0,0
Otu003254,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Otu003255,0,0,0,0,0,0,0,0,0,0,11,6,0,4,0,0,0,0,0,0,0,0,0
Otu003256,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,15,0,1,0,0
Otu003257,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,7,0,0,2
Otu003258,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,1,0,2,0,0
Otu003259,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,0,1,1,3
Otu003260,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,10,0
Otu003261,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,10,4,0,0,0
Otu003262,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0
Otu003263,0,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,0,1,0,2,0,0
Otu003264,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,12,0,0,0,0,1,0
Otu003265,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0
Otu003266,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,8,2,0
Otu003267,0,0,0,0,5,0,0,0,0,0,0,2,6,0,0,0,0,0,3,0,4,0,0
Otu003268,0,0,0,0,0,0,0,0,0,0,2,9,0,4,0,0,0,0,2,3,0,0,0
Otu003269,7,2,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003270,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003271,3,2,1,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003272,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,5,0,1
Otu003273,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,5,0,0,0,0,0,0
Otu003274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0
Otu003275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0
Otu003276,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,2,5,0,0,0,2,2,0
Otu003278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,1
Otu003279,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,0,0,0,0,0,0,0,0
Otu003280,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0
Otu003282,0,0,0,0,0,0,1,0,0,0,12,0,0,6,0,0,0,0,0,1,0,0,0
Otu003283,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,0,0,0
Otu003284,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,9,1,0
Otu003285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Otu003286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,0,0,3
Otu003288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,0,0,0,0,1,0
Otu003289,0,3,2,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0
Otu003291,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,6
Otu003292,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,0,5,1,3,0,0
Otu003293,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,10,0,0,0,0,0
Otu003294,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,1,0,0,0,0,2,0
Otu003295,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Otu003296,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0
Otu003297,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,1,0,0,0
Otu003298,0,0,0,0,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003299,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,0,0,0,1,0
Otu003300,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,10,3,0,0,0
Otu003301,0,1,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,2,1,7,0,0
Otu003302,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,16,0,0
Otu003303,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,0,0,0,0,4,0
Otu003304,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0
Otu003305,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,3,0,0,0
Otu003306,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,12,0
Otu003307,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0
Otu003308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,0,0,0,0,0,0
Otu003309,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,6,0,0,2
Otu003310,1,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,5,5,0,0
Otu003311,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,1,0,0,0,0,5,2
Otu003312,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,7,0
Otu003313,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,9,2
Otu003314,4,1,3,7,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003315,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0
Otu003316,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,3,0,0,0,1,4,0
Otu003317,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18
Otu003318,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1
Otu003319,0,2,0,1,0,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003320,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,6,0,0,0,0,2,0
Otu003321,2,0,1,1,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003322,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,4,0
Otu003323,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,14,0,1,0,0
Otu003324,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,1,0,0,0
Otu003325,1,1,1,0,0,5,5,0,0,0,0,0,0,1,0,1,3,0,0,0,1,1,0
Otu003327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,10,6
Otu003328,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0
Otu003329,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,3,0,0,1
Otu003330,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Otu003331,11,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003332,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,8,0,0
Otu003333,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0
Otu003334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,4,0,0
Otu003335,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,4,0
Otu003336,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,3,0,0,0
Otu003338,0,0,0,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,0,3,0,0,0
Otu003339,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,9,6,0,0,0,0,1,0
Otu003340,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,6,0,0,0,0,1,0
Otu003341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0
Otu003342,0,0,0,0,0,0,0,0,0,0,0,13,1,4,0,0,0,0,0,2,0,0,0
Otu003343,0,0,1,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,2,4
Otu003344,0,0,0,0,0,0,0,0,0,0,13,2,1,1,0,0,0,0,0,3,0,0,0
Otu003345,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,12,0,0,0,0,2,0
Otu003346,0,0,0,0,0,0,0,0,0,0,14,4,0,2,0,0,0,0,0,0,0,0,0
Otu003347,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,5,0,0,0,0,0,0
Otu003348,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,1,0,0,0,0,0,0
Otu003349,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,10
Otu003350,7,0,4,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003351,1,1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003353,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0
Otu003354,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,6,0,0,0,7
Otu003355,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0
Otu003357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
